caseid_new,relationship_len,partner_deceased,relationship_quality_w1
3077584,39,0,poor
3078205,5.75,0,fair
3079225,4.5,0,excellent
3081821,57,0,good
3083461,15,0,excellent
3084662,45,1,good
3085491,10,0,excellent
3089355,6.5,0,excellent
3090271,9,0,excellent
3091591,38,1,excellent
3092431,25,0,excellent
3095381,19,0,excellent
3097321,14,0,excellent
3098574,42,0,good
3099405,2.5,0,fair
3100236,4,0,excellent
3101251,12,0,excellent
3102591,45,0,fair
3105381,20,0,good
3107281,16,0,excellent
3111281,12,0,excellent
3112501,24,0,fair
3113531,18,0,good
3115366,37,0,excellent
3116381,25,0,excellent
3117445,9,0,fair
3119215,5.5,0,fair
3121421,9,0,excellent
3124406,7,0,fair
3126421,21,0,good
3127401,24,0,excellent
3128383,7.5,0,fair
3129215,5.75,0,excellent
3130391,23,0,fair
3131481,27,0,good
3132476,27,0,excellent
3133366,5.45,0,excellent
3134461,31,0,good
3135555,41,0,good
3136526,31,0,good
3137621,51,0,good
3140275,9,0,good
3141525,17,0,fair
3142344,15,0,good
3144606,17,0,excellent
3145421,22,0,excellent
3146671,44,0,excellent
3148455,6.5,0,excellent
3149823,6.5,0,excellent
3150431,30,0,good
3151641,51,0,excellent
3152471,34,0,fair
3155321,18,0,excellent
3156215,6.5,0,excellent
3157321,16,0,excellent
3158551,39,0,excellent
3159331,20,0,excellent
3160406,11,0,good
3161361,10,0,good
3162441,13,0,excellent
3164325,11,0,fair
3167563,9,0,excellent
3168236,4,0,excellent
3169695,4,1,fair
3170471,22,0,excellent
3172341,14,0,good
3173761,49,1,excellent
3175641,52,0,good
3176561,45,0,excellent
3178671,37,0,excellent
3179681,55,0,good
3180591,18,0,excellent
3181623,31,0,excellent
3182513,5.45,0,excellent
3184401,22,0,fair
3186481,35,0,excellent
3187491,19,0,excellent
3188345,9,0,fair
3190285,7.5,0,good
3194231,10,0,excellent
3198566,7,0,good
3200215,5.45,0,fair
3201581,31,0,excellent
3202821,66,0,excellent
3206366,9,0,excellent
3207281,9,0,excellent
3208691,53,0,excellent
3209205,6.5,0,good
3210466,14,0,good
3211225,5,0,excellent
3212361,11,0,fair
3213692,59,0,excellent
3215271,13,0,good
3217235,5.05,0,good
3223501,38,0,good
3224241,11,0,good
3225411,28,0,excellent
3226271,10,0,excellent
3227752,7.5,0,good
3229381,27,0,excellent
3230225,0.05,0,excellent
3231331,20,0,excellent
3234391,27,0,excellent
3235281,13,0,excellent
3237261,10,0,excellent
3238445,9,0,excellent
3239721,58,0,good
3241291,16,0,excellent
3242205,7.5,0,good
3244431,29,0,fair
3245543,12,0,excellent
3246381,21,0,excellent
3250561,38,0,excellent
3251692,0.75,0,fair
3253415,5,0,excellent
3255515,11,0,good
3259601,18,0,excellent
3261401,27,0,good
3262471,21,0,good
3263446,32,0,excellent
3266586,,0,
3267411,26,0,excellent
3268461,32,0,good
3269401,20,0,good
3271461,30,0,excellent
3272545,6.5,0,good
3273445,5.15,0,excellent
3275291,16,0,excellent
3276561,45,0,good
3277771,36,0,excellent
3280562,0.45,0,good
3281506,25,0,excellent
3284593,38,0,excellent
3285411,20,0,poor
3286396,14,0,excellent
3287256,7,0,good
3289441,21,0,excellent
3291591,17,0,excellent
3292772,16,0,excellent
3293496,11,0,excellent
3298555,14,0,fair
3300751,46,0,excellent
3301411,22,0,excellent
3303271,14,0,good
3304235,1.5,0,good
3306371,24,0,excellent
3307375,15,0,excellent
3308311,14,0,excellent
3309481,35,0,excellent
3310241,11,0,excellent
3312261,10,0,excellent
3314235,9,0,good
3315411,29,0,good
3317401,29,0,excellent
3319473,21,0,fair
3321401,27,0,good
3322441,30,0,excellent
3324701,35,0,good
3327431,18,0,good
3328441,30,0,good
3329285,9,0,good
3330732,60,0,excellent
3332271,14,0,excellent
3333215,0.05,0,fair
3335321,12,0,excellent
3336706,37,0,good
3338241,12,0,excellent
3339456,26,0,excellent
3343651,53,0,excellent
3344521,39,0,good
3345295,13,0,excellent
3348643,17,0,excellent
3349375,6.5,0,good
3351401,16,0,fair
3354341,16,0,excellent
3355301,13,0,excellent
3356271,12,0,good
3357661,46,0,excellent
3358441,12,0,excellent
3359801,60,0,good
3361453,15,0,excellent
3362591,24,0,excellent
3363561,30,0,excellent
3364501,25,0,good
3365741,63,0,good
3366306,11,0,excellent
3367605,29,0,good
3369591,43,0,good
3373441,15,0,good
3374456,17,0,excellent
3378341,12,0,excellent
3380321,18,0,good
3381802,65,0,excellent
3382804,30,0,good
3383301,16,0,excellent
3384581,21,0,excellent
3385711,16,0,excellent
3387391,22,0,excellent
3389606,43,0,good
3390511,28,0,good
3391295,0.15,0,excellent
3392501,39,0,excellent
3395401,9,0,good
3396426,17,0,good
3397265,6.5,0,good
3399561,24,0,excellent
3401521,31,0,excellent
3404321,19,0,good
3406281,13,0,excellent
3407281,17,0,excellent
3408205,2.5,0,fair
3409311,7.5,0,good
3410265,4,0,excellent
3411281,9,0,good
3413541,14,0,good
3414471,22,0,fair
3415791,45,0,excellent
3416225,9,0,good
3418301,13,0,good
3419225,2.5,0,good
3420501,29,0,good
3424583,8,1,fair
3425351,13,0,excellent
3427495,5.05,0,good
3429421,27,0,excellent
3431211,9,0,excellent
3432215,6.5,0,excellent
3434741,62,0,good
3435511,24,0,good
3436321,14,0,excellent
3439471,27,0,excellent
3443611,49,0,excellent
3444456,9,0,excellent
3445416,22,0,excellent
3446513,14,0,fair
3450311,22,0,excellent
3453341,15,0,good
3454546,14,0,fair
3458581,20,0,good
3460195,3.75,0,fair
3461275,11,0,good
3462371,14,0,good
3464376,11,0,good
3468741,61,0,excellent
3469346,5,0,good
3472321,16,0,excellent
3475471,34,0,excellent
3476445,1.5,0,good
3477401,26,0,good
3478535,6.5,0,excellent
3479321,14,0,excellent
3480226,5,0,excellent
3483611,49,0,excellent
3484361,11,0,excellent
3485543,16,0,good
3486341,23,0,excellent
3487661,50,0,excellent
3488485,25,0,excellent
3490381,20,0,excellent
3491361,25,0,good
3492545,28,0,excellent
3494271,12,0,excellent
3496531,20,0,excellent
3497476,23,0,good
3498401,13,0,excellent
3500381,20,0,excellent
3501661,54,0,good
3505551,31,0,excellent
3506651,45,0,excellent
3508351,12,0,excellent
3509291,15,0,excellent
3511271,10,0,excellent
3512195,5.75,0,excellent
3513671,55,0,excellent
3515561,34,0,excellent
3516641,49,0,excellent
3517255,5,0,fair
3518553,30,0,good
3520375,1.5,0,good
3521541,30,0,excellent
3524281,15,0,good
3526335,0.15,0,excellent
3528551,31,0,excellent
3530391,24,0,good
3532465,6.5,0,good
3535676,16,0,excellent
3536365,0.15,0,fair
3537861,28,0,excellent
3540311,20,0,excellent
3541521,37,0,excellent
3543225,9,0,excellent
3547415,0.75,0,excellent
3548505,25,0,good
3549425,0.15,0,good
3550861,37,0,excellent
3551483,12,0,excellent
3552321,17,0,excellent
3553445,6.5,0,good
3554671,52,0,excellent
3555205,0.05,0,excellent
3557522,,0,excellent
3558553,19,0,excellent
3559361,12,0,excellent
3561443,5.5,0,fair
3563881,42,0,excellent
3564591,39,0,excellent
3565245,11,0,excellent
3566493,6,0,excellent
3568193,5.45,0,excellent
3569311,19,0,excellent
3571246,8,0,fair
3576651,54,0,good
3577445,33,0,good
3579571,21,0,good
3582506,31,0,excellent
3583571,45,0,excellent
3584485,5,0,excellent
3586365,0.75,0,good
3588486,23,0,good
3591375,7.5,0,good
3592266,10,0,fair
3593355,20,0,excellent
3594441,32,0,fair
3596326,7.5,0,good
3598491,37,0,excellent
3599411,29,0,good
3600205,9,0,excellent
3601366,20,0,excellent
3602451,28,0,excellent
3603451,,0,excellent
3604311,18,0,excellent
3605511,28,0,excellent
3606295,11,0,good
3607516,16,0,excellent
3609351,17,0,excellent
3610311,17,0,excellent
3611361,9,0,excellent
3613386,13,0,good
3615423,5.45,0,excellent
3616701,59,0,excellent
3617411,24,0,excellent
3618561,42,0,excellent
3619411,16,0,good
3622666,13,0,good
3623351,16,0,excellent
3625311,21,0,excellent
3626301,19,0,excellent
3628296,14,0,excellent
3630791,63,0,good
3632653,48,0,good
3634581,24,0,good
3635255,2.5,0,good
3638371,1.75,0,poor
3639315,9,0,excellent
3643584,40,0,excellent
3644396,11,0,good
3645255,5.75,0,excellent
3646495,12,0,good
3647521,29,0,excellent
3649511,29,0,fair
3650431,20,0,excellent
3651501,37,0,fair
3657561,24,0,poor
3658711,56,0,excellent
3659523,31,0,excellent
3660426,13,0,good
3661281,8,0,poor
3662912,13,0,excellent
3663613,15,0,excellent
3665205,2.5,0,excellent
3666235,0.15,0,excellent
3667552,38,0,good
3668296,9,0,excellent
3671501,37,0,good
3673441,15,0,excellent
3674446,14,0,good
3676534,1.5,0,fair
3678386,25,0,excellent
3679261,11,0,good
3681446,13,0,excellent
3682731,,0,excellent
3683281,9,0,good
3684471,27,0,excellent
3686291,18,0,good
3688703,10,0,good
3689341,17,0,excellent
3690466,18,0,good
3693711,48,0,excellent
3695346,6,0,fair
3700581,25,0,excellent
3701251,14,0,excellent
3702371,16,0,good
3703801,59,0,excellent
3705411,23,0,excellent
3706401,9,0,good
3707656,30,0,excellent
3710375,4,0,fair
3711551,26,0,good
3713335,5.45,0,poor
3715435,1.5,0,poor
3716301,22,0,excellent
3717601,36,0,excellent
3718681,19,0,poor
3719281,13,0,excellent
3720492,5.75,0,excellent
3723591,41,0,fair
3724331,10,0,excellent
3725655,6,0,good
3727751,47,0,good
3728652,45,0,excellent
3731315,5.45,0,excellent
3732301,13,0,good
3733373,0.05,0,fair
3734661,52,0,fair
3735326,23,0,fair
3736501,32,0,good
3737521,28,0,excellent
3741436,,0,good
3742576,13,0,good
3743291,9,0,excellent
3744371,18,0,excellent
3745286,15,0,good
3746371,27,0,good
3747351,20,0,excellent
3749361,16,0,excellent
3752802,5,0,excellent
3754601,47,0,excellent
3756501,,0,excellent
3757616,22,0,excellent
3760235,5.15,0,good
3761321,22,0,excellent
3763501,0.75,0,excellent
3765215,3.45,0,excellent
3766424,9,0,good
3767711,60,0,excellent
3768361,15,0,good
3769215,6.5,0,good
3770411,22,0,good
3772281,10,0,fair
3773233,11,0,excellent
3774591,47,0,good
3777631,32,0,excellent
3778515,6.5,0,good
3779621,50,0,good
3782331,15,0,excellent
3784205,6.5,0,good
3787205,5.05,0,excellent
3788441,11,0,good
3789451,30,0,excellent
3790321,15,0,excellent
3792576,14,0,excellent
3793561,29,0,excellent
3794566,10,0,excellent
3795831,66,0,excellent
3798621,39,0,excellent
3800361,4,0,excellent
3802391,29,0,excellent
3805265,7.5,0,good
3806531,36,0,good
3808501,32,0,excellent
3809225,10,0,good
3810446,25,0,excellent
3819381,12,0,excellent
3820451,14,0,good
3823391,7.5,0,good
3824526,33,0,excellent
3825551,29,0,excellent
3826525,5.15,0,fair
3827291,13,0,excellent
3828261,9,0,excellent
3829381,14,0,fair
3830753,34,0,good
3831396,9,0,excellent
3832225,1.45,0,good
3834301,14,0,excellent
3837235,7.5,0,excellent
3839381,25,0,excellent
3842574,,0,good
3843271,11,0,excellent
3844421,19,0,good
3845284,5.45,0,excellent
3847441,20,0,fair
3849483,19,0,good
3850206,2.5,0,excellent
3851371,17,0,good
3854246,11,0,excellent
3855341,21,0,good
3856361,22,0,excellent
3858635,18,0,good
3859842,59,1,fair
3862286,19,0,good
3864411,,0,excellent
3865431,30,0,good
3866491,31,0,excellent
3868471,19,0,fair
3869391,19,0,good
3870246,6,0,poor
3871551,38,0,excellent
3872275,12,0,fair
3873291,11,0,excellent
3874515,11,0,fair
3875581,48,0,excellent
3880631,44,0,excellent
3882461,15,0,good
3884371,28,0,good
3885693,5,0,good
3886611,26,1,excellent
3887361,19,0,good
3888595,21,0,excellent
3891381,18,0,excellent
3892443,13,0,excellent
3894295,10,0,excellent
3896594,1.75,0,excellent
3897456,11,0,excellent
3898286,15,0,excellent
3901781,61,0,good
3902395,12,0,excellent
3903571,30,0,excellent
3904375,9,0,good
3906365,0.75,0,good
3909431,21,0,excellent
3910661,51,0,excellent
3912563,10,0,good
3913541,35,0,excellent
3914561,34,0,good
3915415,2.5,0,good
3916511,24,0,excellent
3917481,24,0,excellent
3918383,9,0,good
3919306,10,0,excellent
3920521,32,0,poor
3921501,15,0,excellent
3923555,5.75,0,good
3924481,29,0,excellent
3925435,2.5,0,good
3926361,15,0,good
3927521,38,0,excellent
3928361,16,0,excellent
3929554,10,0,excellent
3930426,17,0,excellent
3932306,9,0,poor
3933552,9,0,excellent
3935335,2.5,0,good
3936511,16,0,excellent
3937436,10,0,good
3941351,22,0,excellent
3945453,13,0,good
3946295,0.45,0,good
3949583,11,0,excellent
3950465,17,0,excellent
3952431,26,0,poor
3953206,10,0,excellent
3954341,23,0,excellent
3957226,2.5,0,excellent
3958341,19,0,excellent
3959235,2.5,0,good
3960301,12,0,excellent
3962581,46,0,good
3965421,29,0,excellent
3968596,10,0,good
3971256,7,0,fair
3974261,10,0,good
3975505,3.5,0,fair
3976383,2.5,0,good
3977691,38,0,excellent
3979235,2.5,0,good
3980413,12,0,good
3981321,16,0,good
3982235,0.45,0,fair
3984371,12,0,good
3986455,20,0,excellent
3987371,19,0,good
3989245,9,0,good
3990426,15,0,excellent
3991391,18,0,fair
3993486,7,0,fair
3994301,15,0,excellent
3995436,20,0,excellent
3996271,6,0,fair
3997265,8,0,excellent
3998541,34,0,excellent
3999403,2.5,0,excellent
4000465,3.15,0,good
4001391,14,0,excellent
4005581,39,0,excellent
4006641,45,0,fair
4007271,9,0,excellent
4009326,7,0,good
4010416,14,0,excellent
4011225,9,0,excellent
4013336,17,0,fair
4014721,16,0,fair
4016605,42,0,good
4018584,36,0,fair
4020486,21,0,excellent
4021321,,0,good
4027356,24,0,excellent
4028461,16,0,good
4031246,2.5,0,excellent
4032561,22,0,good
4037586,21,0,fair
4040561,18,0,good
4041271,14,0,excellent
4042195,1.75,0,excellent
4043671,12,0,good
4044591,9,0,good
4045235,1.5,0,excellent
4047271,18,0,excellent
4048611,45,0,very poor
4050291,9,0,excellent
4051576,21,0,excellent
4052346,0.05,0,good
4054305,14,0,good
4055261,13,0,excellent
4056536,30,0,excellent
4057293,4.5,0,excellent
4059602,46,0,fair
4061201,12,0,good
4064361,25,0,fair
4065491,29,0,excellent
4066436,5,0,good
4067321,16,0,excellent
4069331,13,0,good
4071353,17,0,good
4072283,3.5,0,excellent
4073291,16,0,excellent
4074333,12,0,good
4076391,17,0,excellent
4077433,0.15,0,good
4078261,12,0,excellent
4080471,27,0,fair
4082563,5.45,0,good
4083471,26,0,excellent
4084391,29,0,excellent
4086476,20,0,good
4087611,42,0,good
4088495,20,0,good
4089221,9,0,excellent
4090741,61,0,good
4091205,5.75,0,excellent
4092313,0.15,0,good
4093341,14,0,excellent
4095225,10,0,excellent
4096646,34,0,excellent
4098234,9,0,excellent
4100616,39,0,good
4101551,40,0,fair
4103576,9,0,excellent
4104711,59,0,excellent
4106215,9,0,excellent
4107311,18,0,poor
4108271,12,0,excellent
4109271,14,0,excellent
4110451,17,0,fair
4111331,17,0,excellent
4114295,,0,good
4115421,25,0,excellent
4117371,10,0,excellent
4118275,11,0,fair
4119623,2.75,0,fair
4122321,13,0,fair
4124276,13,0,good
4126631,43,0,excellent
4128391,15,0,good
4130581,30,0,excellent
4131553,39,0,excellent
4133451,21,0,excellent
4134391,18,0,excellent
4135235,0.45,0,fair
4136311,13,0,fair
4137681,15,0,excellent
4138321,19,0,excellent
4139266,7.5,0,fair
4140291,15,0,good
4141421,30,0,excellent
4142622,5.45,0,excellent
4143305,4.5,0,good
4145331,16,0,excellent
4147263,3.5,0,good
4148521,35,0,good
4149281,12,0,good
4150351,20,0,excellent
4154401,0,0,excellent
4156566,31,0,excellent
4158544,11,0,excellent
4161446,16,0,excellent
4162836,38,0,excellent
4164546,38,0,excellent
4165616,15,0,excellent
4167361,18,0,excellent
4168555,37,0,fair
4169431,28,0,excellent
4170295,2.5,0,good
4171621,32,1,poor
4172215,6.5,0,excellent
4174761,61,0,excellent
4175506,31,0,fair
4176275,1.45,0,excellent
4177791,,0,excellent
4178551,33,0,good
4180501,16,0,excellent
4181551,28,0,good
4182701,43,0,excellent
4183235,6.5,0,excellent
4187491,13,0,excellent
4190391,21,0,poor
4191521,28,0,fair
4192621,46,0,excellent
4193661,52,0,excellent
4194511,9,0,good
4195661,56,0,
4197351,11,0,excellent
4198592,9,0,excellent
4199553,25,0,fair
4201445,6.5,0,excellent
4202381,25,0,excellent
4203591,41,0,excellent
4204465,27,0,good
4205251,11,0,
4210581,10,0,excellent
4212411,18,0,excellent
4215471,34,0,good
4216511,39,0,excellent
4218401,24,0,excellent
4219751,61,0,excellent
4220781,63,0,good
4221761,59,1,excellent
4222515,2.5,0,good
4224431,14,0,excellent
4226275,6.5,0,good
4227451,21,0,excellent
4228671,34,0,excellent
4229591,,1,excellent
4231311,13,0,excellent
4233321,16,0,excellent
4234601,25,0,excellent
4236251,7.5,0,excellent
4237501,6.5,0,excellent
4239461,14,0,excellent
4240551,22,0,fair
4241205,6,0,good
4242391,27,0,excellent
4244731,5.45,0,excellent
4245591,41,0,excellent
4247671,52,0,excellent
4249751,60,0,fair
4251691,,0,excellent
4252251,9,0,good
4253681,6.5,0,excellent
4254681,41,0,good
4255651,49,0,excellent
4256503,5,0,excellent
4258275,0.15,0,fair
4259731,58,0,good
4260742,18,0,excellent
4261311,12,0,good
4262255,5.45,0,excellent
4263381,16,0,fair
4265461,25,0,excellent
4266721,59,0,excellent
4267494,37,0,fair
4270851,71,0,excellent
4271215,2.5,0,good
4273411,21,0,good
4274443,1.45,0,excellent
4275581,39,0,good
4277553,6,0,fair
4278431,30,0,good
4280781,60,0,excellent
4281244,3.05,0,excellent
4284351,14,0,excellent
4285395,7,0,fair
4287561,35,0,good
4288421,29,0,good
4289621,44,0,excellent
4290441,16,0,excellent
4291361,22,0,good
4293435,18,0,fair
4295471,29,0,excellent
4297541,42,0,excellent
4299381,23,0,excellent
4300261,14,0,excellent
4302361,17,0,excellent
4305691,60,0,excellent
4306371,7.5,0,fair
4307423,14,0,excellent
4308551,36,0,good
4312325,6.5,0,excellent
4313491,25,0,excellent
4314411,11,0,excellent
4315281,9,0,excellent
4316396,19,0,good
4317556,12,1,good
4318573,9,0,excellent
4319416,7.5,0,excellent
4320771,64,0,good
4321381,14,0,good
4322543,11,0,good
4324731,29,0,excellent
4325255,6.5,0,good
4328571,14,0,excellent
4329541,36,0,good
4330621,34,0,fair
4331731,59,0,excellent
4332581,30,0,excellent
4333481,15,0,excellent
4334513,23,0,good
4335822,68,0,excellent
4340431,,0,excellent
4343316,3.5,0,fair
4344621,44,0,excellent
4346371,25,0,excellent
4349761,65,0,excellent
4350661,49,0,excellent
4353411,23,0,excellent
4354641,53,0,excellent
4355611,44,0,excellent
4356205,5.15,0,good
4358431,32,0,excellent
4359391,28,0,excellent
4360494,21,0,very poor
4361581,45,0,excellent
4362533,8,0,excellent
4364852,5,0,excellent
4365483,8,0,good
4366752,58,1,excellent
4367541,41,0,excellent
4368281,11,0,excellent
4370581,45,0,excellent
4371446,14,0,good
4372371,23,0,good
4377571,44,0,good
4378411,20,0,excellent
4379691,,0,excellent
4380441,29,0,excellent
4381301,17,0,excellent
4382215,2.5,0,excellent
4384351,13,0,excellent
4386461,30,0,good
4387521,30,0,excellent
4388561,38,0,excellent
4390521,9,0,good
4393942,71,0,excellent
4394621,52,0,excellent
4395551,24,0,excellent
4398711,57,0,good
4399291,15,0,excellent
4401631,26,0,fair
4402581,47,0,excellent
4403543,11,0,good
4405615,4.5,0,good
4406731,47,0,excellent
4408851,30,0,excellent
4409781,63,0,excellent
4411536,29,0,excellent
4412621,46,0,excellent
4413493,5.05,0,good
4414276,17,0,good
4415551,40,0,good
4418316,20,0,good
4420303,6.5,0,excellent
4423471,18,0,excellent
4425361,17,0,excellent
4426401,26,0,excellent
4427246,11,0,fair
4431503,9,0,excellent
4432576,20,0,poor
4433411,5.15,0,fair
4434531,23,0,fair
4435215,9,0,excellent
4436663,14,0,excellent
4438365,10,0,excellent
4441245,6.5,0,excellent
4442531,32,0,excellent
4443431,31,0,excellent
4444421,0.45,0,good
4445475,12,0,good
4446591,22,0,good
4448661,46,0,excellent
4450326,16,0,good
4451663,1.5,0,good
4452631,43,0,excellent
4454501,28,0,excellent
4455231,9,0,excellent
4458611,49,0,excellent
4459513,5.45,0,fair
4461626,16,0,excellent
4463541,38,0,excellent
4464341,23,0,good
4466314,5.75,0,excellent
4467381,25,0,good
4468731,22,0,excellent
4469225,0.15,0,fair
4470571,31,0,excellent
4472726,21,0,excellent
4473641,52,0,fair
4475235,7.5,0,excellent
4478431,19,0,good
4482311,6.5,0,excellent
4483651,51,0,good
4484215,9,0,good
4486613,31,0,fair
4487636,14,0,good
4488225,1.75,0,excellent
4489454,30,0,
4490391,26,0,excellent
4491286,7.5,0,excellent
4493631,52,0,excellent
4494331,17,0,poor
4497666,16,0,good
4500533,33,0,very poor
4501611,45,0,excellent
4503551,18,0,excellent
4507671,51,1,good
4508395,5.75,0,excellent
4509413,14,0,excellent
4510741,56,0,excellent
4511465,5.75,0,excellent
4512276,15,0,excellent
4514371,17,0,good
4516421,23,0,excellent
4517611,50,1,good
4518554,41,0,very poor
4519351,16,0,excellent
4520291,13,0,excellent
4521281,14,0,excellent
4523603,14,0,good
4524561,39,0,excellent
4525621,51,0,excellent
4526441,11,0,excellent
4528265,,0,
4529391,28,0,good
4530271,15,0,excellent
4531301,17,0,good
4532215,6.5,0,excellent
4533583,1.5,0,excellent
4535581,28,0,good
4536841,71,0,excellent
4537711,56,0,excellent
4540205,0.05,0,good
4541251,9,0,excellent
4542311,13,0,excellent
4543451,17,0,good
4544235,0.15,0,poor
4545406,16,0,good
4546401,15,0,excellent
4548516,13,0,fair
4550281,13,0,excellent
4551255,9,0,excellent
4553431,15,0,excellent
4554371,23,0,good
4556543,1.05,0,good
4557505,18,0,excellent
4558443,14,0,excellent
4560291,13,0,good
4561581,13,0,good
4562195,5.45,0,excellent
4563631,41,0,excellent
4564771,60,0,excellent
4565321,16,0,good
4566501,28,0,good
4568663,41,0,good
4570401,25,0,excellent
4571335,1.5,0,good
4572586,18,0,excellent
4573611,46,0,excellent
4575421,29,0,excellent
4576481,30,0,excellent
4579466,12,0,good
4581721,28,0,excellent
4582532,28,1,excellent
4583501,34,0,excellent
4588291,14,0,excellent
4590661,55,0,good
4591396,13,0,good
4592421,23,0,excellent
4593421,18,0,excellent
4596491,9,0,excellent
4597381,14,0,good
4598275,0.15,0,good
4599246,1.5,0,good
4601511,37,0,excellent
4602424,23,0,very poor
4603581,47,0,excellent
4605321,18,0,good
4607235,6.5,0,excellent
4608683,11,0,excellent
4609371,6,0,good
4610625,37,0,good
4611531,40,0,excellent
4612421,25,0,excellent
4613511,40,0,excellent
4614621,47,0,excellent
4617335,8,0,good
4618291,11,0,good
4619421,25,0,good
4621371,18,0,excellent
4622461,19,0,excellent
4626536,15,0,excellent
4627251,11,0,excellent
4628251,10,0,good
